Text;Tokenization;Normalization;Stop_Removal;Tweet_Stemmed;sentimen
cewe kalo udh royal sama cowo gini tp cowo kpop yaaa yg dimaksud;[cewe, kalo, udh, royal, sama, cowo, gini, tp, cowo, kpop, yaaa, yg, dimaksud];[cewek, kalo, sudah, royal, sama, cowok, begini, tapi, cowok, kpop, ya, yang, dimaksud];[cewek, kalo, royal, cowok, cowok, kpop, ya];[cewek, kalo, royal, cowok, cowok, kpop, ya];positif
plot twist kali inii gw naik angkot tiba tiba disetelin lagu kpop tapi ge g tau grupnya langsung spechless hshshs;[plot, twist, kali, inii, gw, naik, angkot, tiba, tiba, disetelin, lagu, kpoptapi, ge, g, tau, grupnya, langsung, spechless, hshshs];[plot, twist, kali, ini, gue, naik, angkot, tiba, tiba, disetelin, lagu, kpop, tapi, gue, enggak, tau, grupnya, langsung, spechless, hshshs];[plot, twist, kali, gue, angkot, disetelin, lagu, kpop, tapi, gue, tau, grupnya, langsung, spechless];[plot, twist, kali, gue, angkot, tin, lagu, kpoptapi, gue, tau, grup, langsung, spechless];positif
iya kangen jaman itu tp kan soalnya skrg udah ga ppkm lagituh kita di rumah aja kerja jg di rumah pelarian stres ya ke kpop skrg udah banyak kegiatan pada makin dewasa harus kerja kuliah ini itu jd nont;[iya, kangen, jaman, itu, tp, kan, soalnya, skrg, udah, ga, ppkm, lagituh, kita, di, rumah, aja, kerja, jg, di, rumah, pelarian, stres, ya, ke, kpop, skrg, udah, banyak, kegiatan, pada, makin, dewasa, harus, kerja, kuliah, ini, itu, jd, nont];[iya, kangen, jaman, itu, tapi, kan, soalnya, sekarang, sudah, enggak, ppkm, lagituh, kita, di, rumah, saja, kerja, juga, di, rumah, pelarian, stres, ya, ke, kpop, sekarang, sudah, banyak, kegiatan, pada, makin, dewasa, harus, kerja, kuliah, ini, itu, jadi, nont];[iya, kangen, jaman, ppkm, lagituh, rumah, kerja, rumah, pelarian, stres, ya, kpop, kegiatan, pada, dewasa, kerja, kuliah, nont];[iya, kangen, jaman, ppkm, lagituh, rumah, kerja, rumah, lari, stres, ya, kpop, kegiatan, pada, dewasa, kerja, kuliah, nont];positif
border kpop udah kebuka svt bakal perform di tmea;[border, kpop, udah, kebuka, svt, bakal, perform, di, tmea];[border, kpop, sudah, kebuka, svt, bakal, perform, di, tmea];[border, kpop, kebuka, svt, perform, tmea];[border, kpop, buka, svt, perform, tmea];netral
budget dan perizinannya mau aku alihkan ke konser kpop dulu;[budget, dan, perizinannya, mau, aku, alihkan, ke, konser, kpop, dulu];[budget, dan, perizinannya, mau, aku, alihkan, ke, konser, kpop, dulu];[budget, perizinannya, alihkan, konser, kpop];[budget, izin, alih, konser, kpop];positif
cowo kpop dan aktor kdrama awikwok;[cowo, kpop, dan, aktor, kdrama, awikwok];[cowok, kpop, dan, aktor, kdrama, awikwok];[cowok, kpop, aktor, kdrama, awikwok];[cowok, kpop, aktor, kdrama];netral
hi saya ingin mencari teman di akun baru saya setelah lama menghilang dari peradaban saya ingin mencari teman yang menyukai kdrama dan idol kpop terutama hybe grup saya menyukai webtoon suka mendengarkan musik mengambil foto langit dan mendengar hujan selain itu saya cont;[hi, saya, ingin, mencari, teman, di, akun, baru, saya, setelah, lama, menghilang, dari, peradaban, saya, ingin, mencari, teman, yang, menyukai, kdrama, dan, idol, kpop, terutama, hybe, grup, saya, menyukai, webtoon, suka, mendengarkan, musik, mengambil, foto, langit, dan, mendengar, hujan, selain, itu, saya, cont];[hi, saya, ingin, mencari, teman, di, akun, baru, saya, setelah, lama, menghilang, dari, peradaban, saya, ingin, mencari, teman, yang, menyukai, kdrama, dan, idol, kpop, terutama, hybe, grup, saya, menyukai, webtoon, suka, mendengarkan, musik, mengambil, foto, langit, dan, mendengar, hujan, selain, itu, saya, cont];[hi, mencari, teman, akun, menghilang, peradaban, mencari, teman, menyukai, kdrama, idol, kpop, hybe, grup, menyukai, webtoon, suka, mendengarkan, musik, mengambil, foto, langit, mendengar, hujan, cont];[hi, cari, teman, akun, hilang, adab, cari, teman, suka, kdrama, idol, kpop, hybe, grup, suka, webtoon, suka, dengar, musik, ambil, foto, langit, dengar, hujan, cont];netral
pas masih smp barunya fallin to kpop pas liat ini berasa dosa bgt kyk terlalu wahh gitu maklum anak pondok tp yaa pas gede ternyata aku merindukan interaksi idol spt ini meskipun ads doang;[pas, masih, smp, barunya, fallin, to, kpop, pas, liat, ini, berasa, dosa, bgt, kyk, terlalu, wahh, gitu, maklum, anak, pondok, tp, yaa, pas, gede, ternyata, aku, merindukan, interaksi, idol, spt, ini, meskipun, ads, doang];[pas, masih, sampai, barunya, fallin, tapi, kpop, pas, lihat, ini, berasa, dosa, banget, kayak, terlalu, wah, begitu, maklum, anak, pondok, tapi, ya, pas, gede, ternyata, aku, merindukan, interaksi, idol, seperti, ini, meskipun, ads, doang];[pas, barunya, fallin, kpop, pas, lihat, berasa, dosa, banget, kayak, terlalu, maklum, anak, pondok, ya, pas, gede, merindukan, interaksi, idol, ads, doang];[pas, baru, fallin, kpop, pas, lihat, asa, dosa, banget, kayak, terlalu, maklum, anak, pondok, ya, pas, gede, rindu, interaksi, idol, ads, doang];positif
padahal banyak juga kan ya fans kpop di chinaa;[padahal, banyak, juga, kan, ya, fans, kpop, di, chinaa];[padahal, banyak, juga, kan, ya, fan, kpop, di, chinaa];[ya, fan, kpop, chinaa];[ya, fan, kpop, china];positif
selalu kepikiran apa yang bikin lapone susah banget restock ls;[selalu, kepikiran, apa, yang, bikin, lapone, susah, banget, restock, ls];[selalu, kepikiran, apa, yang, bikin, lapone, susah, banget, restock, ls];[kepikiran, bikin, lapone, susah, banget, restock, ls];[pikir, bikin, lapone, susah, banget, restock, ls];netral
saatnya balik bucinin kpop uhuyy;[saatnya, balik, bucinin, kpop, uhuyy];[saatnya, balik, bucinin, kpop, uhuyy];[bucinin, kpop, uhuyy];[bucin, kpop, uhuyy];positif
janji kak bakal aku jaga lawoo dengan baik g mungkin aku jual kok tenang sayang bngt lagi kalo dijual aplg buat aku yg susah dpt merch kpop;[janji, kak, bakal, aku, jaga, lawoo, dengan, baik, g, mungkin, aku, jual, kok, tenang, sayang, bngt, lagi, kalo, dijual, aplg, buat, aku, yg, susah, dpt, merch, kpop];[janji, kak, bakal, aku, jaga, lawoo, dengan, baik, enggak, mungkin, aku, jual, kok, tenang, sayang, banget, lagi, kalo, dijual, apalagi, buat, aku, yang, susah, dapat, merch, kpop];[janji, kak, jaga, lawoo, jual, tenang, sayang, banget, kalo, dijual, apalagi, susah, merch, kpop];[janji, kak, jaga, lawoo, jual, tenang, sayang, banget, kalo, jual, apalagi, susah, merch, kpop];positif
album kpop and merchandise nct stray kids;[album, kpop, and, merchandise, nct, stray, kids];[album, kpop, and, merchandise, nct, stray, kids];[album, kpop, and, merchandise, nct, stray, kids];[album, kpop, and, merchandise, nct, stray, kids];netral
lagian jg gw bilang mungkin knp sampe bilang orgil lah bocah kpop;[lagian, jg, gw, bilang, mungkin, knp, sampe, bilang, orgil, lah, bocah, kpop];[lagian, juga, gue, bilang, mungkin, kenapa, sampai, bilang, orgil, lah, bocah, kpop];[gue, bilang, bilang, orgil, bocah, kpop];[gue, bilang, bilang, orgil, bocah, kpop];negatif
kemarin di ciwalk ada acara dance lagu kpop terus sekarang recommendedku kpop semua help;[kemarin, di, ciwalk, ada, acara, dance, lagu, kpop, terus, sekarang, recommendedku, kpop, semua, help];[kemarin, di, ciwalk, ada, acara, dance, lagu, kpop, terus, sekarang, recommendedku, kpop, semua, help];[kemarin, ciwalk, acara, dance, lagu, kpop, recommendedku, kpop, help];[kemarin, ciwalk, acara, dance, lagu, kpop, recommendedku, kpop, help];positif
logo bentuk light menceritakan kalau exo masih bersinar smpe sekarang noh yg blg flap flop takut kesaing doang apa;[logo, bentuk, light, menceritakan, kalau, exo, masih, bersinar, smpe, sekarang, noh, yg, blg, flap, flop, takut, kesaing, doang, apa];[logo, bentuk, light, menceritakan, kalau, exo, masih, bersinar, sampai, sekarang, noh, yang, bilang, flap, flop, takut, kesaing, doang, apa];[logo, bentuk, light, menceritakan, exo, bersinar, noh, bilang, flap, flop, takut, kesaing, doang];[logo, bentuk, light, cerita, exo, sinar, noh, bilang, flap, flop, takut, saing, doang];negatif
kadang kepengen deh gmm tuh study banding ke kpop agency biar paham staffnya harus act kek mana biar paham apa aja sih fasilitas yg harus mereka kasih buat nunjang artisnya kalo dua aspek itu dipenuhin aja aslinya gampang buat nguras duit fans;[kadang, kepengen, deh, gmm, tuh, study, banding, ke, kpop, agency, biar, paham, staffnya, harus, act, kek, mana, biar, paham, apa, aja, sih, fasilitas, yg, harus, mereka, kasih, buat, nunjang, artisnya, kalo, dua, aspek, itu, dipenuhin, aja, aslinya, gampang, buat, nguras, duit, fans];[kadang, ingin, deh, gmm, tuh, study, banding, ke, kpop, agency, biar, paham, staffnya, harus, act, kayak, mana, biar, paham, apa, saja, sih, fasilitas, yang, harus, mereka, kasih, buat, nunjang, artisnya, kalo, dua, aspek, itu, dipenuhin, saja, aslinya, gampang, buat, nguras, duit, fan];[kadang, ingin, deh, gmm, tuh, study, banding, kpop, agency, biar, paham, staffnya, act, kayak, biar, paham, sih, fasilitas, kasih, nunjang, artisnya, kalo, aspek, dipenuhin, aslinya, gampang, nguras, duit, fan];[kadang, ingin, deh, gmm, tuh, study, banding, kpop, agency, biar, paham, staffnya, act, kayak, biar, paham, sih, fasilitas, kasih, nunjang, artis, kalo, aspek, dipenuhin, asli, gampang, nguras, duit, fan];negatif
nggk ninggalin sih tapi lebih ke kpop saat waktu luang aja udah bukan prioritas;[nggk, ninggalin, sih, tapi, lebih, ke, kpop, saat, waktu, luang, aja, udah, bukan, prioritas];[tidak, ninggalin, sih, tapi, lebih, ke, kpop, saat, waktu, luang, saja, sudah, bukan, prioritas];[ninggalin, sih, kpop, luang, prioritas];[ninggalin, sih, kpop, luang, prioritas];negatif
gw tau deretan cowo kpop gw emg visualnya cakep semua tapi si jay alias park jongseong ini gantengnya kek apotek tutup ga ada obat wakk kelewatan;[gw, tau, deretan, cowo, kpop, gw, emg, visualnya, cakep, semua, tapi, si, jay, alias, park, jongseong, ini, gantengnya, kek, apotek, tutup, ga, ada, obat, wakk, kelewatan];[gue, tau, deretan, cowok, kpop, gue, memang, visualnya, cakep, semua, tapi, sih, jay, alias, park, jongseong, ini, gantengnya, kayak, apotek, tutup, enggak, ada, obat, wakk, kelewatan];[gue, tau, deretan, cowok, kpop, gue, visualnya, cakep, sih, jay, alias, park, jongseong, gantengnya, kayak, apotek, tutup, obat, wakk, kelewatan];[gue, tau, deret, cowok, kpop, gue, visual, cakep, sih, jay, alias, park, jongseong, ganteng, kayak, apotek, tutup, obat, wakk, lewat];positif
bismillah wish me luck smoga ini rezeki aku sebelumnya makasih banyak kak sudah berbagi;[bismillah, wish, me, luck, smoga, ini, rezeki, aku, sebelumnya, makasih, banyak, kak, sudah, berbagi];[bismillah, wish, me, luck, semoga, ini, rezeki, aku, sebelumnya, terima kasih, banyak, kak, sudah, berbagi];[bismillah, wish, me, luck, semoga, rezeki, terima kasih, kak, berbagi];[bismillah, wish, me, luck, moga, rezeki, terima kasih, kak, bagi];netral
emang paling bener lightstick kpop kata gw mah;[emang, paling, bener, lightstick, kpop, kata, gw, mah];[memang, paling, benar, lightstick, kpop, kata, gue, mah];[lightstick, kpop, gue, mah];[benar, lightstick, kpop, gue, mah];positif
waktunya pensiun kpop;[waktunya, pensiun, kpop];[waktunya, pensiun, kpop];[pensiun, kpop];[pensiun, kpop];negatif
kpop ceria xenofobia;[kpop, ceria, xenofobia];[kpop, ceria, xenofobia];[kpop, ceria, xenofobia];[kpop, ceria, xenofobia];positif
om cover lagu kpop dong sekali;[om, cover, lagu, kpop, dong, sekali];[om, cover, lagu, kpop, dong, sekali];[om, cover, lagu, kpop];[om, cover, lagu, kpop];positif
hidup aku sekarang kalo ga sekolah ya kpop an;[hidup, aku, sekarang, kalo, ga, sekolah, ya, kpop, an];[hidup, aku, sekarang, kalo, enggak, sekolah, iya, kpop, an];[hidup, kalo, sekolah, iya, kpop, an];[hidup, kalo, sekolah, iya, kpop, an];positif
hidup lagi cape capenya alhamdulillah idol kpop gua banyak jd ga stres stres bgt wkwkw;[hidup, lagi, cape, capenya, alhamdulillah, idol, kpop, gua, banyak, jd, ga, stres, stres, bgt, wkwkw];[hidup, lagi, capek, capenya, alhamdulillah, idol, kpop, gue, banyak, jadi, enggak, stres, stres, banget, wkwkw];[hidup, capek, capenya, alhamdulillah, idol, kpop, gue, enggak, stres, stres, banget, wkwkw];[hidup, capek, cape, alhamdulillah, idol, kpop, gue, enggak, stres, stres, banget];positif
iya udah lama bgt ga liat idol kpop di cina semenjak masalah thaad;[iya, udah, lama, bgt, ga, liat, idol, kpop, di, cina, semenjak, masalah, thaad];[iya, sudah, lama, banget, enggak, lihat, idol, kpop, di, cina, semenjak, masalah, thaad];[iya, banget, lihat, idol, kpop, cina, semenjak, masalah, thaad];[iya, banget, lihat, idol, kpop, cina, semenjak, masalah, thaad];negatif
dikarenakan ak pgn byk muts lg mri muts sm ak lg;[dikarenakan, ak, pgn, byk, muts, lg, mri, muts, sm, ak, lg];[dikarenakan, aku, pengin, banyak, muts, lagi, mri, muts, sama, aku, lagi];[pengin, muts, mri, muts];[pengin, muts, mri, muts];netral
mereka lebih berkuasa sebelum kpop dan thai menyerang;[mereka, lebih, berkuasa, sebelum, kpop, dan, thai, menyerang];[mereka, lebih, berkuasa, sebelum, kpop, dan, thai, menyerang];[berkuasa, belum, kpop, thai, menyerang];[kuasa, belum, kpop, thai, serang];negatif
keknya kebanyakan idol kpop tuh visual yang biasa kita liat di layar ya begitulah visual mereka dicuma kalau ketemu dituh lebih bikin nganga sih kalo gue kek shock ngeliat org yang biasa gue temuin lewat layar skrg ada di dpn gue;[keknya, kebanyakan, idol, kpop, tuh, visual, yang, biasa, kita, liat, di, layar, ya, begitulah, visual, mereka, dicuma, kalau, ketemu, dituh, lebih, bikin, nganga, sih, kalo, gue, kek, shock, ngeliat, org, yang, biasa, gue, temuin, lewat, layar, skrg, ada, di, dpn, gue];[kayaknya, kebanyakan, idol, kpop, tuh, visual, yang, biasa, kita, lihat, di, layar, iya, begitulah, visual, mereka, dicuma, kalau, ketemu, dituh, lebih, bikin, nganga, sih, kalo, gue, kayak, shock, melihat, orang, yang, biasa, gue, temuin, lewat, layar, sekarang, ada, di, depan, gue];[kayaknya, kebanyakan, idol, kpop, tuh, visual, lihat, layar, iya, visual, dicuma, ketemu, dituh, bikin, nganga, sih, kalo, gue, kayak, shock, orang, gue, temuin, layar, gue];[kayak, banyak, idol, kpop, tuh, visual, lihat, layar, iya, visual, cuma, ketemu, dituh, bikin, nganga, sih, kalo, gue, kayak, shock, orang, gue, temuin, layar, gue];positif
cara jual photocard kpop tuh gimana sih;[cara, jual, photocard, kpop, tuh, gimana, sih];[cara, jual, photocard, kpop, tuh, bagaimana, sih];[jual, photocard, kpop, tuh, sih];[jual, photocard, kpop, tuh, sih];netral
cute banget cocok jadi maknae kpop group;[cute, banget, cocok, jadi, maknae, kpop, group];[cute, banget, cocok, jadi, maknae, kpop, group];[cute, banget, cocok, maknae, kpop, group];[cute, banget, cocok, maknae, kpop, group];positif
simply kpop kan geser aja kayak nonton video yt biasa;[simply, kpop, kan, geser, aja, kayak, nonton, video, yt, biasa];[simply, kpop, kan, geser, saja, kayak, menonton, video, yt, biasa];[simply, kpop, geser, kayak, menonton, video, yt];[simply, kpop, geser, kayak, tonton, video, yt];netral
emang awalnya suka banget sama kpop karena do kenalan pas kelas sma kuliah nonton drakor sama movie dia yang masih angetangetnya jadi kayak from drakor to drakor balik lagi gapeduli sama balada kipop exo tinggal berapa juga iyaaaa gap;[emang, awalnya, suka, banget, sama, kpop, karena, do, kenalan, pas, kelas, sma, kuliah, nonton, drakor, sama, movie, dia, yang, masih, angetangetnya, jadi, kayak, from, drakor, to, drakor, balik, lagi, gapeduli, sama, balada, kipop, exo, tinggal, berapa, juga, iyaaaa, gap];[memang, awalnya, suka, banget, sama, kpop, karena, di, kenalan, pas, kelas, sma, kuliah, menonton, drakor, sama, movie, dia, yang, masih, angetangetnya, jadi, kayak, from, drakor, tapi, drakor, balik, lagi, gapeduli, sama, balada, kipop, exo, tinggal, berapa, juga, iya, tidak apa];[suka, banget, kpop, kenalan, pas, kelas, sma, kuliah, menonton, drakor, movie, angetangetnya, kayak, from, drakor, drakor, gapeduli, balada, kipop, exo, tinggal, iya, tidak apa];[suka, banget, kpop, kenal, pas, kelas, sma, kuliah, tonton, drakor, movie, angetangetnya, kayak, from, drakor, drakor, gapeduli, balada, kipop, exo, tinggal, iya, tidak apa];positif
wali kota surakaa gibran rakabuming raka kembali membuat netizen heboh dengan cuitan terbarunya di twitter;[wali, kota, surakaa, gibran, rakabuming, raka, kembali, membuat, netizen, heboh, dengan, cuitan, terbarunya, di, twitter];[wali, kota, surakaa, gibran, rakabuming, raka, kembali, membuat, netizen, heboh, dengan, cuitan, terbarunya, di, twitter];[wali, kota, surakaa, gibran, rakabuming, raka, netizen, heboh, cuitan, terbarunya, twitter];[wali, kota, surakaa, gibran, rakabuming, raka, netizen, heboh, cuit, baru, twitter];netral
tf guys maaf mau tanya di tegal atau kabupaten tegal tempat print atau cetak pake kertas yang tebel kaya pc kpop itu dimana ya aku udah coba ke indoprint angkasa yen pop sama di talang mereka ngga ada keasnya yang tau tolong info ya makasih banyak;[tf, guys, maaf, mau, tanya, di, tegal, atau, kabupaten, tegal, tempat, print, atau, cetak, pake, kertas, yang, tebel, kaya, pc, kpop, itu, dimana, iya, aku, udah, coba, ke, indoprint, angkasa, yen, pop, sama, di, talang, mereka, ngga, ada, keasnya, yang, tau, tolong, info, iya, makasih, banyak];[tf, teman, maaf, mau, tanya, di, tegal, atau, kabupaten, tegal, tempat, print, atau, cetak, pakai, kertas, yang, tebal, kayak, pc, kpop, itu, dimana, iya, aku, sudah, coba, ke, indoprint, angkasa, yen, pop, sama, di, talang, mereka, enggak, ada, keasnya, yang, tau, tolong, info, iya, terima kasih, banyak];[teman, maaf, tegal, kabupaten, tegal, print, cetak, pakai, kertas, tebal, kayak, pc, kpop, dimana, ya, coba, indoprint, angkasa, yen, pop, talang, keasnya, tau, tolong, info, iya, terima kasih];[teman, maaf, tegal, kabupaten, tegal, print, cetak, pakai, kertas, tebal, kayak, pc, kpop, mana, iya, coba, indoprint, angkasa, yen, pop, talang, keasnya, tau, tolong, info, iya, terima kasih];netral
apalah aku yang selera musiknya ga jelas;[apalah, aku, yang, selera, musiknya, ga, jelas];[apalah, aku, yang, selera, musiknya, enggak, jelas];[apalah, selera, musiknya];[apa, selera, musik];negatif
mleyot katanya sempit bgt hrs pke sleeve kpop;[mleyot, katanya, sempit, bgt, hrs, pke, sleeve, kpop];[meleyot, katanya, sempit, banget, harus, pakai, sleeve, kpop];[meleyot, katanya, sempit, banget, pakai, sleeve, kpop];[meleyot, katanya, sempit, banget, pakai, sleeve, kpop];netral
gw baru nyadar ya foto kpop anime yg gw jadiin ava tu anglenya mirip dah hampir sama;[gw, baru, nyadar, ya, foto, kpop, anime, yg, gw, jadiin, ava, tu, anglenya, mirip, dah, hampir, sama];[gue, baru, menyadari, iya, foto, kpop, anime, yang, gue, jadikan, ava, itu, anglenya, mirip, deh, hampir, sama];[gue, menyadari, iya, foto, kpop, anime, gue, jadikan, ava, anglenya, deh];[gue, sadar, iya, foto, kpop, anime, gue, jadi, ava, anglenya, deh];positif
